!Agilent Technologies,E4990A,MY54201856,A.02.20
!Date: Wed Feb 25 18:26:20 2026

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, |Z|(Ohm)-mem, theta-z(deg)-data, theta-z(deg)-mem
+3.27850785000e+004, +5.11184603730e+006, +5.08385650546e+006, -9.20010898739e+001, -8.61062521473e+001
+3.27850972500e+004, +5.11878222868e+006, +5.07303230772e+006, -9.17526538221e+001, -8.61211434887e+001
+3.27851160000e+004, +5.08097618625e+006, +5.06227189675e+006, -9.19564738215e+001, -8.61359410101e+001
+3.27851347500e+004, +5.09141078629e+006, +5.05157471286e+006, -9.19840726155e+001, -8.61506455549e+001
+3.27851535000e+004, +5.06969719507e+006, +5.04094020292e+006, -9.18103564637e+001, -8.61652579568e+001
+3.27851722500e+004, +5.05097332825e+006, +5.03036782014e+006, -9.21134950623e+001, -8.61797790396e+001
+3.27851910000e+004, +5.06017909984e+006, +5.01985702408e+006, -9.17914917751e+001, -8.61942096173e+001
+3.27852097500e+004, +5.06324261341e+006, +5.00940728052e+006, -9.18799567669e+001, -8.62085504948e+001
+3.27852285000e+004, +5.04167141289e+006, +4.99901806136e+006, -9.20610045965e+001, -8.62228024672e+001
+3.27852472500e+004, +5.02256193455e+006, +4.98868884455e+006, -9.18621263043e+001, -8.62369663205e+001
+3.27852660000e+004, +5.00909592502e+006, +4.97841911401e+006, -9.20803120929e+001, -8.62510428319e+001
+3.27852847500e+004, +4.99031952951e+006, +4.96820835953e+006, -9.20312469138e+001, -8.62650327691e+001
+3.27853035000e+004, +4.97980412448e+006, +4.95805607668e+006, -9.18312940321e+001, -8.62789368914e+001
+3.27853222500e+004, +4.98474967407e+006, +4.94796176675e+006, -9.19573684504e+001, -8.62927559491e+001
+3.27853410000e+004, +4.96003861153e+006, +4.93792493668e+006, -9.19465756688e+001, -8.63064906842e+001
+3.27853597500e+004, +4.94173359612e+006, +4.92794509893e+006, -9.19756421388e+001, -8.63201418299e+001
+3.27853785000e+004, +4.92903572720e+006, +4.91802177144e+006, -9.19657725393e+001, -8.63337101112e+001
+3.27853972500e+004, +4.93393816385e+006, +4.90815447757e+006, -9.19417575216e+001, -8.63471962450e+001
+3.27854160000e+004, +4.92091695395e+006, +4.89834274599e+006, -9.18971341288e+001, -8.63606009398e+001
+3.27854347500e+004, +4.92791602033e+006, +4.88858611061e+006, -9.21379859312e+001, -8.63739248963e+001
+3.27854535000e+004, +4.90616010617e+006, +4.87888411053e+006, -9.16786218226e+001, -8.63871688074e+001
+3.27854722500e+004, +4.88700623964e+006, +4.86923628994e+006, -9.18955145235e+001, -8.64003333579e+001
+3.27854910000e+004, +4.89628324019e+006, +4.85964219810e+006, -9.19048495557e+001, -8.64134192251e+001
+3.27855097500e+004, +4.86290543573e+006, +4.85010138918e+006, -9.18881048910e+001, -8.64264270789e+001
+3.27855285000e+004, +4.89232915219e+006, +4.84061342230e+006, -9.19060532631e+001, -8.64393575814e+001
+3.27855472500e+004, +4.87244836989e+006, +4.83117786138e+006, -9.18103056827e+001, -8.64522113876e+001
+3.27855660000e+004, +4.84778012705e+006, +4.82179427512e+006, -9.18256471237e+001, -8.64649891452e+001
+3.27855847500e+004, +4.85859190005e+006, +4.81246223692e+006, -9.18775637721e+001, -8.64776914947e+001
+3.27856035000e+004, +4.84991659887e+006, +4.80318132480e+006, -9.19414290959e+001, -8.64903190694e+001
+3.27856222500e+004, +4.82396430353e+006, +4.79395112139e+006, -9.21306262382e+001, -8.65028724959e+001
+3.27856410000e+004, +4.80382782332e+006, +4.78477121380e+006, -9.20769095523e+001, -8.65153523938e+001
+3.27856597500e+004, +4.81126731856e+006, +4.77564119361e+006, -9.19956184521e+001, -8.65277593760e+001
+3.27856785000e+004, +4.80593161864e+006, +4.76656065678e+006, -9.20347546095e+001, -8.65400940485e+001
+3.27856972500e+004, +4.78491681834e+006, +4.75752920362e+006, -9.20022193849e+001, -8.65523570109e+001
+3.27857160000e+004, +4.76509526261e+006, +4.74854643871e+006, -9.22223534079e+001, -8.65645488563e+001
+3.27857347500e+004, +4.78295694008e+006, +4.73961197083e+006, -9.19854932424e+001, -8.65766701714e+001
+3.27857535000e+004, +4.74872805161e+006, +4.73072541296e+006, -9.18923071998e+001, -8.65887215363e+001
+3.27857722500e+004, +4.74815833279e+006, +4.72188638217e+006, -9.17323126608e+001, -8.66007035252e+001
+3.27857910000e+004, +4.74982549697e+006, +4.71309449958e+006, -9.19669208000e+001, -8.66126167060e+001
+3.27858097500e+004, +4.74268372019e+006, +4.70434939032e+006, -9.18335071339e+001, -8.66244616405e+001
+3.27858285000e+004, +4.73331353359e+006, +4.69565068346e+006, -9.18783073114e+001, -8.66362388845e+001
+3.27858472500e+004, +4.71544887955e+006, +4.68699801197e+006, -9.18445610824e+001, -8.66479489878e+001
+3.27858660000e+004, +4.69903941676e+006, +4.67839101268e+006, -9.21408143845e+001, -8.66595924946e+001
+3.27858847500e+004, +4.69434582753e+006, +4.66982932620e+006, -9.19886105437e+001, -8.66711699431e+001
+3.27859035000e+004, +4.68851217570e+006, +4.66131259689e+006, -9.20162082686e+001, -8.66826818659e+001
+3.27859222500e+004, +4.68273116664e+006, +4.65284047281e+006, -9.19953792781e+001, -8.66941287900e+001
+3.27859410000e+004, +4.65901821341e+006, +4.64441260568e+006, -9.19751513065e+001, -8.67055112367e+001
+3.27859597500e+004, +4.66972565662e+006, +4.63602865080e+006, -9.21326255641e+001, -8.67168297221e+001
+3.27859785000e+004, +4.65401044700e+006, +4.62768826705e+006, -9.21451259690e+001, -8.67280847568e+001
+3.27859972500e+004, +4.63651961169e+006, +4.61939111682e+006, -9.20873736944e+001, -8.67392768459e+001
+3.27860160000e+004, +4.63015281824e+006, +4.61113686595e+006, -9.19680064323e+001, -8.67504064894e+001
+3.27860347500e+004, +4.63870023286e+006, +4.60292518371e+006, -9.20507551791e+001, -8.67614741821e+001
+3.27860535000e+004, +4.60776714590e+006, +4.59475574276e+006, -9.19877421797e+001, -8.67724804137e+001
+3.27860722500e+004, +4.61610588673e+006, +4.58662821909e+006, -9.20218501542e+001, -8.67834256687e+001
+3.27860910000e+004, +4.59945521970e+006, +4.57854229198e+006, -9.21116741009e+001, -8.67943104267e+001
+3.27861097500e+004, +4.60096037145e+006, +4.57049764395e+006, -9.21177600712e+001, -8.68051351625e+001
+3.27861285000e+004, +4.57667377303e+006, +4.56249396077e+006, -9.19046652611e+001, -8.68159003457e+001
+3.27861472500e+004, +4.59553993107e+006, +4.55453093134e+006, -9.19546232980e+001, -8.68266064414e+001
+3.27861660000e+004, +4.56653261189e+006, +4.54660824771e+006, -9.19767562138e+001, -8.68372539099e+001
+3.27861847500e+004, +4.56393219737e+006, +4.53872560502e+006, -9.22152288427e+001, -8.68478432066e+001
+3.27862035000e+004, +4.56473285732e+006, +4.53088270146e+006, -9.20639860619e+001, -8.68583747825e+001
+3.27862222500e+004, +4.54324498285e+006, +4.52307923824e+006, -9.20673195732e+001, -8.68688490840e+001
+3.27862410000e+004, +4.53782674113e+006, +4.51531491956e+006, -9.18645075216e+001, -8.68792665529e+001
+3.27862597500e+004, +4.53832901788e+006, +4.50758945253e+006, -9.20601727630e+001, -8.68896276266e+001
+3.27862785000e+004, +4.52793497760e+006, +4.49990254719e+006, -9.19853487908e+001, -8.68999327381e+001
+3.27862972500e+004, +4.53052589871e+006, +4.49225391643e+006, -9.20666486872e+001, -8.69101823160e+001
+3.27863160000e+004, +4.50964848192e+006, +4.48464327600e+006, -9.21300534492e+001, -8.69203767847e+001
+3.27863347500e+004, +4.51156849888e+006, +4.47707034443e+006, -9.22909531911e+001, -8.69305165644e+001
+3.27863535000e+004, +4.50035298181e+006, +4.46953484301e+006, -9.21241866394e+001, -8.69406020709e+001
+3.27863722500e+004, +4.46922157814e+006, +4.46203649578e+006, -9.20109263895e+001, -8.69506337161e+001
+3.27863910000e+004, +4.47288609428e+006, +4.45457502945e+006, -9.21202527070e+001, -8.69606119076e+001
+3.27864097500e+004, +4.46668666290e+006, +4.44715017344e+006, -9.20873569677e+001, -8.69705370492e+001
+3.27864285000e+004, +4.46474770636e+006, +4.43976165975e+006, -9.21958713509e+001, -8.69804095406e+001
+3.27864472500e+004, +4.46994635157e+006, +4.43240922302e+006, -9.21530990503e+001, -8.69902297775e+001
+3.27864660000e+004, +4.45395149526e+006, +4.42509260044e+006, -9.20797124128e+001, -8.69999981518e+001
+3.27864847500e+004, +4.43885838300e+006, +4.41781153173e+006, -9.19550815228e+001, -8.70097150515e+001
+3.27865035000e+004, +4.43393375594e+006, +4.41056575915e+006, -9.19393316541e+001, -8.70193808610e+001
+3.27865222500e+004, +4.42501953636e+006, +4.40335502741e+006, -9.22528523365e+001, -8.70289959606e+001
+3.27865410000e+004, +4.42693503601e+006, +4.39617908369e+006, -9.21544075394e+001, -8.70385607273e+001
+3.27865597500e+004, +4.40024773209e+006, +4.38903767755e+006, -9.21694943072e+001, -8.70480755341e+001
+3.27865785000e+004, +4.39380947743e+006, +4.38193056099e+006, -9.19631709700e+001, -8.70575407506e+001
+3.27865972500e+004, +4.39848053039e+006, +4.37485748834e+006, -9.20730493263e+001, -8.70669567427e+001
+3.27866160000e+004, +4.39680182065e+006, +4.36781821628e+006, -9.20562790480e+001, -8.70763238729e+001
+3.27866347500e+004, +4.40252853945e+006, +4.36081250378e+006, -9.20766812500e+001, -8.70856425002e+001
+3.27866535000e+004, +4.36120743788e+006, +4.35384011210e+006, -9.19844072145e+001, -8.70949129800e+001
+3.27866722500e+004, +4.37227374828e+006, +4.34690080475e+006, -9.21856632115e+001, -8.71041356643e+001
+3.27866910000e+004, +4.36042925016e+006, +4.33999434747e+006, -9.22027520915e+001, -8.71133109021e+001
+3.27867097500e+004, +4.34130209121e+006, +4.33312050821e+006, -9.22108506404e+001, -8.71224390387e+001
+3.27867285000e+004, +4.33310545691e+006, +4.32627905706e+006, -9.21162360631e+001, -8.71315204162e+001
+3.27867472500e+004, +4.34284959228e+006, +4.31946976629e+006, -9.19512762049e+001, -8.71405553735e+001
+3.27867660000e+004, +4.32321295972e+006, +4.31269241028e+006, -9.19601917204e+001, -8.71495442463e+001
END
